Sr No,Image File,Caption,20516,img2/insta20516,wHaT dAy Is It Even #stayhomeclub
15863.0,img/insta15863,Good night with friends ,,,
15864.0,img/insta15864,Back in the gym ,,,
15865.0,img/insta15865,"Slept all day, up all night ♛ ",,,
15866.0,img/insta15866,Back in the lab ,,,
15867.0,img/insta15867,Gotcha ,,,
15868.0,img/insta15868,is an emoji ,,,
15869.0,img/insta15869,♛ ,,,
15870.0,img/insta15870,Hey u quit lookin at me like that ,,,
15871.0,img/insta15871,Studio with my producer ,,,
15872.0,img/insta15872,Choppin it up with ,,,
15874.0,img/insta15874,(via ,,,
15875.0,img/insta15875,bible study with Judah Smith ,,,
15876.0,img/insta15876,Happy bday scoot ,,,
15879.0,img/insta15879,Throwback ,,,
15880.0,img/insta15880,Cali ,,,
15881.0,img/insta15881,Love u been my brother since day 1 ♛ ,,,
15882.0,img/insta15882,"Check out the one and only producer, singer, song writer my Artist single it's ",,,
15884.0,img/insta15884,"Studio, me and CB did 1 for the fans. ",,,
15886.0,img/insta15886,Alone and comfy ,,,
15887.0,img/insta15887,Studio ,,,
15889.0,img/insta15889,"Dear lord, ",,,
15890.0,img/insta15890,Night ,,,
15891.0,img/insta15891,Night ,,,
15892.0,img/insta15892,Lincoln Lawyer ,,,
15893.0,img/insta15893,The on deck (via ,,,
15894.0,img/insta15894,Me and my art piece from Kaws thanks ;) ,,,
15897.0,img/insta15897,YG ,,,
15898.0,img/insta15898,Thanks Sheckler for having me and kalfanzo sk8 at ur park ♛ ,,,
15899.0,img/insta15899,Me and and back in my blue room ,,,
15901.0,img/insta15901,Stay healthy ,,,
15902.0,img/insta15902,Vine coming soon with (via ,,,
15903.0,img/insta15903,Patience ,,,
15904.0,img/insta15904,I see you In that Dolce Dress. Glad u had fun. :) ,,,
15905.0,img/insta15905,Runnin with who do u think is faster ,,,
15906.0,img/insta15906,Congrats Adam. !! He's now a married man!!!!! ,,,
15907.0,img/insta15907,All love. ,,,
15908.0,img/insta15908,Me and my bro ,,,
15909.0,img/insta15909,God's creation ,,,
15910.0,img/insta15910,Went to watch the sunrise by the rocks. A moment I will never forget ,,,
15911.0,img/insta15911,Suit game strong ,,,
15912.0,img/insta15912,"""I just wanna go fast"" - Ricky Bobby. Monaco ♛ ",,,
15913.0,img/insta15913,Good morning ♛ ,,,
15914.0,img/insta15914,I'm not perfect but God is. ,,,
15915.0,img/insta15915,Congratulations AmfAR for raising 35 million. ♛ ,,,
15916.0,img/insta15916,Hôtel du Cap ,,,
15918.0,img/insta15918,Give me some space. I know I look fly but shit ,,,
15919.0,img/insta15919,Me and the homies in Cannes ,,,
15921.0,img/insta15921,Cannes ♛ ,,,
15922.0,img/insta15922,"I think she foreign, I think she foreign ",,,
15923.0,img/insta15923,Lord knows ♛ ,,,
15924.0,img/insta15924,Taking off ;) ,,,
15925.0,img/insta15925,"Hoopin with the boyz left his jump shot at home, I left my height. ",,,
15926.0,img/insta15926,"""Bae caught me sleeping"" ",,,
15927.0,img/insta15927,Gotham ,,,
15929.0,img/insta15929,It's official me and are partners! ,,,
15930.0,img/insta15930,Is that young Indiana Jones. ,,,
15931.0,img/insta15931,"""But I don't want your money sir"" ",,,
15932.0,img/insta15932,Pure bred stallion ,,,
15933.0,img/insta15933,Me and in the studio ,,,
15935.0,img/insta15935,"My mom has taught me how to love, forgive and believe. She is my everything ♛ ",,,
15936.0,img/insta15936,And u know I got dat . ♛ . (via ,,,
15937.0,img/insta15937,She told me to give her a kiss on the cheek and she turned lol ,,,
15938.0,img/insta15938,Happy mothers day mama and all the other Amazing mothers out there :) ,,,
15939.0,img/insta15939,Easy money ,,,
15941.0,img/insta15941,Movie night with the fellas Thanks Thomas Tull. Congrats ,,,
15943.0,img/insta15943,♛ ,,,
15946.0,img/insta15946,sleepin like his mama just tucked him in lmao ,,,
15947.0,img/insta15947,Be happy you are amazing ,,,
15948.0,img/insta15948,♛ ,,,
15950.0,img/insta15950,We are all champions. ♛ ,,,
15951.0,img/insta15951,:) ,,,
15952.0,img/insta15952,♛ ,,,
15953.0,img/insta15953,I guess everyone I get photo'd with is automatically my girlfriend. This is my only gf :p .. Had fun at the fight lil one see u soon.! ,,,
15954.0,img/insta15954,Venice beach with my friend yovanna ,,,
15956.0,img/insta15956,"""You can't go into a ring, fight dirty and try to win against the most technical fighter in the sport."" ",,,
15957.0,img/insta15957,46-0 ♛ ,,,
15959.0,img/insta15959,He can't lose ♛ love u champ ,,,
15960.0,img/insta15960,♛ ,,,
15962.0,img/insta15962,Debo from Friday ,,,
15963.0,img/insta15963,Make sure to get fight tonight on PPV! I’ll be walking him out with a special surprise ♛ ,,,
15964.0,img/insta15964,my view from the (via ,,,
15967.0,img/insta15967,congrats on your number 1 song. ?? ,,,
15968.0,img/insta15968,this is my favorite song right right now ,,,
15969.0,img/insta15969,Cheetah boy ran faster than my escalade to take a pic love this guy!!! ,,,
15971.0,img/insta15971,Night ,,,
15972.0,img/insta15972,NYC ,,,
15973.0,img/insta15973,♛ ,,,
15974.0,img/insta15974,super cute Proud of you :) ,,,
15975.0,img/insta15975,Signature Justin Bieber Buscemi :p ,,,
15976.0,img/insta15976,"when people try and break u I got your back, just like you got mine. ",,,
15977.0,img/insta15977,follow my soundcloud it's sirbizzle for random songs if u like good music ,,,
15978.0,img/insta15978,with the cover art page me and with the vocals ,,,
15979.0,img/insta15979,Was gonna wait to go to Central Park for when I proposed to my future wife but shit sometimes things change. ♛ I'll think of something more romantic. ,,,
15980.0,img/insta15980,♛ ,,,
15981.0,img/insta15981,Easy$$ my brother ,,,
15982.0,img/insta15982,Bye Japan ,,,
15983.0,img/insta15983,Harajuku ,,,
15984.0,img/insta15984,♛ ,,,
15985.0,img/insta15985,Where to next? ,,,
15986.0,img/insta15986,Love your neighbor as yourself. And btw your neighbor isn't just the one next door ;) ♛ ,,,
15987.0,img/insta15987,Throwback ,,,
15988.0,img/insta15988,I am fashion ,,,
15989.0,img/insta15989,♛ ,,,
15990.0,img/insta15990,Be careful. I might sign the girl in the white as a track and field star ,,,
15991.0,img/insta15991,While in Japan I asked my driver to pull over for which I saw a beautiful shrine. I was mislead to think the Shrines were only a place of prayer. To anyone I have offended I am extremely sorry. I love you China and I love you Japan ,,,
15992.0,img/insta15992,if you like good music download Asher Roths album on iTunes. 5 stars ,,,
15993.0,img/insta15993,Universal Japan thank you ,,,
15994.0,img/insta15994,West side ,,,
15995.0,img/insta15995,♛ ,,,
15997.0,img/insta15997,♛ ,,,
15998.0,img/insta15998,Thankful for God's everlasting love. ,,,
15999.0,img/insta15999,Follow ,,,
16000.0,img/insta16000,Sometimes people need to sit down . ,,,
16001.0,img/insta16001,Don't you know me anymore ,,,
16002.0,img/insta16002,♛ Haha ,,,
16003.0,img/insta16003,♛ ,,,
16004.0,img/insta16004,Super relaxed watching the longest yard ,,,
16006.0,img/insta16006,♛ me and wayne ,,,
16007.0,img/insta16007,Me and Tunechi in the studio ,,,
16008.0,img/insta16008,Back to peace ♛ ,,,
16010.0,img/insta16010,If u are reading this u are amazing ;) ,,,
16011.0,img/insta16011,It was about that time ♛ ,,,
16012.0,img/insta16012,♛ me and ,,,
16013.0,img/insta16013,studio with uncle stunna (via ,,,
16015.0,img/insta16015,Uncle Stunna luv. My first Bugatti ♛ ,,,
16016.0,img/insta16016,Wondering if she's too high maintenance ,,,
16017.0,img/insta16017,♛ ,,,
16018.0,img/insta16018,♛ ,,,
16019.0,img/insta16019,New music ,,,
16021.0,img/insta16021,Scooter ur burnt ,,,
16022.0,img/insta16022,City bus ♛ ,,,
16023.0,img/insta16023,Know who you really are not what people tell you you are. ♛ ,,,
16024.0,img/insta16024,On em ,,,
16025.0,img/insta16025,U know ur burnt Chaz haha luv u bra ,,,
16026.0,img/insta16026,♛ ,,,
16027.0,img/insta16027,Catch up. I'm too far ahead. The younger generation gets it ♛ ,,,
16028.0,img/insta16028,Margiela ,,,
16029.0,img/insta16029,No time to waste ♛ ,,,
16030.0,img/insta16030,♛ ,,,
16031.0,img/insta16031,Competitive Nature* ,,,
16032.0,img/insta16032,Treasure ♛ ,,,
16035.0,img/insta16035,Done with tats 4 a while... Where I wanna be.. ,,,
16036.0,img/insta16036,♛ ,,,
16037.0,img/insta16037,I love you Korea ♛ ,,,
16038.0,img/insta16038,Love!!!! great job man ♛ ,,,
16039.0,img/insta16039,Bet. ,,,
16040.0,img/insta16040,"Love it when we're ""lovey dovey"" ",,,
16041.0,img/insta16041,♛ ,,,
16042.0,img/insta16042,This is James Dean inspired. Don't ask me if I smoke ciggys cuz I don't ♛ ,,,
16043.0,img/insta16043,Moon boots ,,,
16044.0,img/insta16044,♛ ,,,
16045.0,img/insta16045,Congrats and ,,,
16046.0,img/insta16046,♛ ,,,
16047.0,img/insta16047,♛ he did it again ,,,
16048.0,img/insta16048,Gotcha girlfriend at my crib watchin netflix ,,,
16049.0,img/insta16049,I do this 4 U ,,,
16050.0,img/insta16050,amazing hanging out with these incredible beliebers :) (via ,,,
16051.0,img/insta16051,♛ ,,,
16052.0,img/insta16052,"Get my bro Adam's book Founder of Pencil Of Promise. It talks a little about some of our travels together and us sharing a room, he slapped the shit out of my back lol read why, it's also one of the most inspiring books I've ever read. Proud of you ADAM :) ",,,
16053.0,img/insta16053,Best music I've ever made ♛ ,,,
16054.0,img/insta16054,I'm in the studio all day everyday for the ones who believe in me and support me :) you fall but you rise back up stronger. Be great ♛ ,,,
16055.0,img/insta16055,Me and my bro ,,,
16056.0,img/insta16056,On the regular ,,,
16057.0,img/insta16057,Get my new shoes through Adidas ,,,
16058.0,img/insta16058,Catch me if you can ♛ ,,,
16059.0,img/insta16059,:) studio ,,,
16060.0,img/insta16060,Met this beautiful fan who waited outside for 24 hours her phone died so I told her I got her back ;) ,,,
16061.0,img/insta16061,Been in the studio for over 24 hours (via ,,,
16062.0,img/insta16062,Great night in the studio ♛ ,,,
16063.0,img/insta16063,Everyone has someone they look up to. ♛ ,,,
16065.0,img/insta16065,Love you buddy ,,,
16066.0,img/insta16066,This is my brother Jaxon Bieber ,,,
16067.0,img/insta16067,♛ ,,,
16068.0,img/insta16068,In the studio with ,,,
16069.0,img/insta16069,Your laughter is contagious love you ,,,
16071.0,img/insta16071,(via ,,,
16072.0,img/insta16072,I said it I mean it there's no way around it ,,,
16073.0,img/insta16073,♛ ,,,
16074.0,img/insta16074,Morning ,,,
16075.0,img/insta16075,"Good morning, god loves you ",,,
16076.0,img/insta16076,Most elegant princess in the world. ,,,
16077.0,img/insta16077,My bro ,,,
16078.0,img/insta16078,No more monkey business :p ,,,
16079.0,img/insta16079,Checkout some new exclusive music on livemixtapes.com comes out in 1 minute ,,,
16080.0,img/insta16080,Workaholics? Or breaking bad? Or East bound and down? ,,,
16082.0,img/insta16082,Still working ,,,
16083.0,img/insta16083,Bout to put on some Workaholics maybe some East Bound and Down ,,,
16084.0,img/insta16084,Who are you ,,,
16085.0,img/insta16085,Crew ♛ ,,,
16086.0,img/insta16086,In the studio with TI ,,,
16088.0,img/insta16088,♛ ,,,
16089.0,img/insta16089,Classy night ,,,
16092.0,img/insta16092,Follow my artist ♛ ,,,
16093.0,img/insta16093,♛ ,,,
16094.0,img/insta16094,"I have the greatest Dad in the world. He's taught me how to love, learn, and stay true to myself. I will forever be grateful because he was my superehero ",,,
16097.0,img/insta16097,Thank u lord ♛ ,,,
16098.0,img/insta16098,"""What more can they say"" ♛ ",,,
16099.0,img/insta16099,Jb ,,,
16100.0,img/insta16100,shoutout to lil wayne for showin love and opening up his park for us ,,,
16101.0,img/insta16101,This is how I get to enjoy the beach. :( ,,,
16102.0,img/insta16102,I love the sunrise ,,,
16103.0,img/insta16103,I'm in Cuba I love Cubans ,,,
16104.0,img/insta16104,"""The ultimate measure of a man is not where he stands in moments of comfort but where he stands at times of challenge and controversy"" - Martin Luther King ♛ ",,,
16106.0,img/insta16106,u ass leep???? ,,,
16107.0,img/insta16107,$ ,,,
16109.0,img/insta16109,Great day ,,,
16110.0,img/insta16110,and had a little spill on the mountain ,,,
16113.0,img/insta16113,Me cajz ,,,
16114.0,img/insta16114,Me and my little princess ,,,
16117.0,img/insta16117,Vegas view last night from the ♛ ,,,
16120.0,img/insta16120,Love ,,,
16121.0,img/insta16121,Love the way you look at me ,,,
16123.0,img/insta16123,Studio with kid cudi ,,,
16124.0,img/insta16124,Me and young kalfanito on the slopes ,,,
16125.0,img/insta16125,"ready for the cold ""I'm fat but yeah"" ",,,
16126.0,img/insta16126,snowmobiling ♛ ,,,
16127.0,img/insta16127,turn up ,,,
16128.0,img/insta16128,How could I not ,,,
16129.0,img/insta16129,I might just surprise you ,,,
16130.0,img/insta16130,Snowy christmas ,,,
16131.0,img/insta16131,It's finally here. Bring the family and have fun. Merry Christmas. thanks ,,,
16132.0,img/insta16132,That's love. Thank you. in over 50 countries. It's all about the music - http://smarturl.it/journals ,,,
16133.0,img/insta16133,Lil jazzy and I watching despicable me 2 ,,,
16134.0,img/insta16134,"Special thanks to Poo Bear, Maejor Ali, Rodney Jerkins, Julian swirsky, Soundz, Dre and most of all my ♛ ",,,
16135.0,img/insta16135,Complete my http://smarturl.it/Journals ,,,
16136.0,img/insta16136,What is your favorite song on Take a pic and show me u got it. http://smarturl.it/journals ,,,
16137.0,img/insta16137,Complete my NOW! on iTunes - honesty - take it to http://smarturl.it/journals ,,,
16138.0,img/insta16138,Complete my on iTunes Tonight at Midnight. ,,,
16139.0,img/insta16139,Worldwide. Japan. ,,,
16141.0,img/insta16141,Bieber Clause gonna take you on a sleigh ride tonight ,,,
16144.0,img/insta16144,Swirv ♛ ,,,
16145.0,img/insta16145,Me and the fam ,,,
16146.0,img/insta16146,My bro young pose ,,,
16148.0,img/insta16148,my favorite ,,,
16155.0,img/insta16155,Look down ,,,
16156.0,img/insta16156,music video coming soon ,,,
16157.0,img/insta16157,video set ,,,
16159.0,img/insta16159,♛ ,,,
16160.0,img/insta16160,BIG NEWS!!! Wrote another smash this week! Want you to have it! Making it a Christmas gift and moving to the 23rd! So... Monday 12.23 ,,,
16161.0,img/insta16161,Get my Artist to a million on insta ,,,
16162.0,img/insta16162,This Monday 12.16 ,,,
16163.0,img/insta16163,Monday 12.16 ,,,
16164.0,img/insta16164,Monday 12.16 ,,,
16165.0,img/insta16165,Monday 12.16 ,,,
16166.0,img/insta16166,Monday 12.16 ,,,
16167.0,img/insta16167,Monday 12.16 ,,,
16168.0,img/insta16168,Monday 12.16 ,,,
16169.0,img/insta16169,Monday 12.16 ,,,
16170.0,img/insta16170,Watching kick ass 2 ,,,
16171.0,img/insta16171,most touching trip of my life. ,,,
16172.0,img/insta16172,Blue ,,,
16173.0,img/insta16173,This little rascal ♛ ,,,
16174.0,img/insta16174,Back in the studio with ,,,
16175.0,img/insta16175,with on iTunes now http://smarturl.it/iconfident ,,,
16176.0,img/insta16176,I'm just flexin ,,,
16177.0,img/insta16177,12 hours to go ,,,
16178.0,img/insta16178,Last night of the tour great show perth ,,,
16181.0,img/insta16181,God's wonders ,,,
16182.0,img/insta16182,Nasty but she's fancy ,,,
16183.0,img/insta16183,New Adidas I designed ,,,
16184.0,img/insta16184,at the top why stop now themoneyteam.com ,,,
16185.0,img/insta16185,1 more show :( ,,,
16186.0,img/insta16186,Go to my app shots of me and upload I follow my fans on there ,,,
16187.0,img/insta16187,Ur a towel ,,,
16188.0,img/insta16188,Australian sun ,,,
16189.0,img/insta16189,Boys where are the woman at? Lol ,,,
16190.0,img/insta16190,Rip ,,,
16192.0,img/insta16192,Are you ready? My new single featuring Sunday at Midnight ,,,
16193.0,img/insta16193,Innocence ,,,
16194.0,img/insta16194,My beliebers are f********* AMAZING I love you! ,,,
16195.0,img/insta16195,Gave my little buddy a pencil ,,,
16196.0,img/insta16196,Shelly Shelly :) ,,,
16197.0,img/insta16197,"Miss u guys ""Shelly I miss your cheeks :)"" ",,,
16198.0,img/insta16198,Oh oh ;) ,,,
16199.0,img/insta16199,Me and my girl Kate :) she's so strong ,,,
16201.0,img/insta16201,:) ,,,
16202.0,img/insta16202,Live life love life -justin bieber ,,,
16203.0,img/insta16203,Love this kid ,,,
16204.0,img/insta16204,http://vevo.ly/hMw5PX ,,,
16205.0,img/insta16205,That's love. Thank u. ,,,
16206.0,img/insta16206,It's out. new http://smarturl.it/Jbchangeme ,,,
16208.0,img/insta16208,Culture kings hooked it up thanks again ,,,
16209.0,img/insta16209,Lets be honest ,,,
16211.0,img/insta16211,Yep ,,,
16212.0,img/insta16212,Kalfani ,,,
16213.0,img/insta16213,Eagle ,,,
16214.0,img/insta16214,Fresh new tat ,,,
16216.0,img/insta16216,Change Me this sunday at midnight. ,,,
16217.0,img/insta16217,♛ ,,,
16218.0,img/insta16218,I'm turnt ,,,
16223.0,img/insta16223,♛ ,,,
16224.0,img/insta16224,When they tell me is ,,,
16225.0,img/insta16225,Did you get yet? What do you think? :) thank you http://smarturl.it/iJBrollercoaster ,,,
16226.0,img/insta16226,Know you ain't a model you should let me take some pics tho ,,,
16227.0,img/insta16227,Download on iTunes ,,,
16228.0,img/insta16228,"is now available on iTunes. If you got it then upload a screenshot and tag and I will search, find and like your picture ;) ",,,
16229.0,img/insta16229,It's out. Get now! :) http://smarturl.it/iJBrollercoaster ,,,
16231.0,img/insta16231,Watch short film here. U hear that piano? https://t.co/gnnJXTAXP8 ,,,
16232.0,img/insta16232,"Skaters be like "" you can't skate"". ",,,
16233.0,img/insta16233,Swirv ♛ ,,,
16234.0,img/insta16234,It's young bday ,,,
16236.0,img/insta16236,Damn they caught me ,,,
16237.0,img/insta16237,Flexed up lol ,,,
16239.0,img/insta16239,Art is in the eye of the beholder ,,,
16242.0,img/insta16242,Live laugh love ,,,
16244.0,img/insta16244,♛ ,,,
16245.0,img/insta16245,Blessed ,,,
16246.0,img/insta16246,Hit em with the finesse ,,,
16247.0,img/insta16247,Put you down on iTunes rignt now ,,,
16248.0,img/insta16248,Me and my bros and ,,,
16251.0,img/insta16251,Everyone wish my lil brother a big Happy Birthday. I love you ,,,
16253.0,img/insta16253,Turn down ,,,
16254.0,img/insta16254,Video coming soon. Request at radio. Thanks ,,,
16255.0,img/insta16255,U like ,,,
16256.0,img/insta16256,Love to the I met at the shoot yesterday. ,,,
16257.0,img/insta16257,Thank u. Love u ,,,
16258.0,img/insta16258,It's out. featuring - - - http://smarturl.it/jbPYD ,,,
16259.0,img/insta16259,Less than 3 hours to go ,,,
16260.0,img/insta16260,We all can help ,,,
16261.0,img/insta16261,A lil sleepy Terrence? ,,,
16262.0,img/insta16262,Put you down ,,,
16263.0,img/insta16263,You counting down to midnight with me? New song featuring tonight at midnight. Get ready. ,,,
16264.0,img/insta16264,Follow me at http://shots.me/justinbieber ,,,
16265.0,img/insta16265,PYD PYD PYD. This Sunday at Midnight. Me and ,,,
16266.0,img/insta16266,See the trailer. http://bit.ly/BelieveTrailer ,,,
16267.0,img/insta16267,All That Matters at Radio! Request it! Thanks ,,,
16268.0,img/insta16268,When u get tickets to you might get a gift next week. ,,,
16269.0,img/insta16269,The trailer today at 10am pst on yahoo movies. Presale tix start today and get access to a new song from ,,,
16270.0,img/insta16270,video on the way ,,,
16271.0,img/insta16271,;) ,,,
16272.0,img/insta16272,Me and my dad hiking ,,,
16273.0,img/insta16273,Send me a pic of you purchasing and i'll like it ,,,
16274.0,img/insta16274,U 2 bro ,,,
16276.0,img/insta16276,Love u sis ,,,
16277.0,img/insta16277,I ain't all bad. ,,,
16278.0,img/insta16278,New. Sunday at midnight. ,,,
16279.0,img/insta16279,This is one loyal fan ;) ,,,
16280.0,img/insta16280,Up all night ,,,
16281.0,img/insta16281,Love u lil buddy ,,,
16282.0,img/insta16282,Only police escorts ,,,
16283.0,img/insta16283,Every place I have tagged has been approved I do not suggest tagging private property.. I still suck but i have fun doing it ;) ,,,
16284.0,img/insta16284,This is my escape ,,,
16285.0,img/insta16285,Everyone loves penguins ,,,
16286.0,img/insta16286,Who's gon stop me haaannn ,,,
16287.0,img/insta16287,These are the first beliebers I met in Argentina.. You are my all ,,,
16288.0,img/insta16288,"Great shot pap great shot, I might frame this ",,,
16289.0,img/insta16289,What I travel the world for ;) ,,,
16290.0,img/insta16290,Sometimes I get emotional. You guys bring it out of me thank u ,,,
16291.0,img/insta16291,"""Im crazy, yeah that's just what this game made me, I may need to replace these dumb faces and maybe I need to refrain from the people who won't let me remain me but I'm gonna still remain me"" - me ",,,
16292.0,img/insta16292,Bad day is out ,,,
16293.0,img/insta16293,Love u Brazil ,,,
16294.0,img/insta16294,To all my Brazilian fans you are incredible!!!! ,,,
16295.0,img/insta16295,Bad day ,,,
16296.0,img/insta16296,Bad day ,,,
16297.0,img/insta16297,This from the heart I need u to ,,,
16298.0,img/insta16298,This is love ,,,
16299.0,img/insta16299,Make the music you want to make Jai Waetford god has really blessed you. I'm a fan and I haven't been impressed like this in a very long time ,,,
16301.0,img/insta16301,My bro and my artist get ready for some great new music from the both of us ,,,
16302.0,img/insta16302,Street art ,,,
16303.0,img/insta16303,Getting better ,,,
16304.0,img/insta16304,Rip PAC ,,,
16305.0,img/insta16305,I found a new hobby ,,,
16306.0,img/insta16306,This little angel ,,,
16307.0,img/insta16307,Tomorrow night. ,,,
16308.0,img/insta16308,Are you ready for another new song? Another Tomorrow night at Midnight. ,,,
16309.0,img/insta16309,Lesssss gooooooooo ,,,
16310.0,img/insta16310,Out now ,,,
16311.0,img/insta16311,maybe next time ;) ,,,
16312.0,img/insta16312,Live life love life ,,,
16314.0,img/insta16314,Tonight at midnight hold tight comes out ,,,
16316.0,img/insta16316,Hold tight comes out Sunday at midnight ,,,
16317.0,img/insta16317,I look strange with blue eyes ,,,
16318.0,img/insta16318,"Really, a pimple on my lip. It's over with for pimples.. Where's my proactive at ? ",,,
16319.0,img/insta16319,"""That hold on tight, them lips won't let me go"" ",,,
16320.0,img/insta16320,ladies ,,,
16321.0,img/insta16321,Two songs coming this week ,,,
16324.0,img/insta16324,I love diplo but he has nothing to do with All that matters shout out to dre and poo bear ,,,
16325.0,img/insta16325,Me and got the highest score possible ,,,
16326.0,img/insta16326,Rest and relaxation ,,,
16327.0,img/insta16327,You're all that matters to me ,,,
16328.0,img/insta16328,"""All that matters"" ",,,
16330.0,img/insta16330,All That Matters is next on lets go ,,,
16333.0,img/insta16333,Me and my trainer ,,,
16335.0,img/insta16335,This shirt is hard... ,,,
16338.0,img/insta16338,U can all help ;) ,,,
16345.0,img/insta16345,China ,,,
16348.0,img/insta16348,Watching workaholics ,,,
16350.0,img/insta16350,Love you beliebers ,,,
16355.0,img/insta16355,Wow blessed ,,,
16358.0,img/insta16358,Me and Chaz ,,,
16360.0,img/insta16360,"""Work hard play hard be safe praise god"" ",,,
16384.0,img/insta16384,New boy band there comin out the woodwork ,,,
16385.0,img/insta16385,Studio sunrise ,,,
16387.0,img/insta16387,Love you bro ,,,
16388.0,img/insta16388,Check out my official dj mixtape ,,,
16389.0,img/insta16389,This pesto is bomb ,,,
16390.0,img/insta16390,Breezy spray painted my half pipe. He's super dope ,,,
16392.0,img/insta16392,Back in the studio ,,,
16394.0,img/insta16394,Gonna sleep at the studio ,,,
16395.0,img/insta16395,Studio ,,,
16397.0,img/insta16397,Me and Terrell Owens ,,,
16398.0,img/insta16398,Me and ,,,
16399.0,img/insta16399,Happy birthday for real ,,,
16401.0,img/insta16401,Throwback ,,,
16402.0,img/insta16402,Haha ,,,
16404.0,img/insta16404,Break finally ,,,
16405.0,img/insta16405,Just landed super tired ,,,
16407.0,img/insta16407,Youuu ,,,
16408.0,img/insta16408,Tmz this is for u :) ,,,
16409.0,img/insta16409,Remember where you come from ,,,
16410.0,img/insta16410,The homey ,,,
16411.0,img/insta16411,Catch us in the sprinter van ,,,
16412.0,img/insta16412,Katt ur funny ,,,
16413.0,img/insta16413,Studio always ,,,
16414.0,img/insta16414,3 bosses ,,,
16415.0,img/insta16415,introduced me to fat burger ,,,
16416.0,img/insta16416,Listening to some new music with Pharrell and Tyler. ,,,
16417.0,img/insta16417,Chillin with ,,,
16418.0,img/insta16418,Get off ur phone Jacque ,,,
16419.0,img/insta16419,Back in the studio ,,,
16420.0,img/insta16420,Art is everywhere ,,,
16421.0,img/insta16421,Art is everywhere ,,,
16422.0,img/insta16422,Was playing with snakes the other day.. Watching the other guys again !! Will Ferrell is so funny ,,,
16423.0,img/insta16423,Chilling with the boys and J ,,,
16424.0,img/insta16424,Jaxon is definitely a Bieber always shirtless lol ,,,
16425.0,img/insta16425,In the studio making a smash with my bro ,,,
16426.0,img/insta16426,Me and uncle Will ,,,
16427.0,img/insta16427,"Chillin with the boys at home... Kevin Durant, Tyson Chandler and Carl Lentz. ",,,
16428.0,img/insta16428,Always give back.. ;) ,,,
16430.0,img/insta16430,creeper ,,,
16431.0,img/insta16431,No offdays ,,,
16432.0,img/insta16432,On our way ,,,
16434.0,img/insta16434,Watching premiere right now on Tune in and watch with me! ,,,
16435.0,img/insta16435,1day vacay ,,,
16438.0,img/insta16438,non touch me whips ,,,
16439.0,img/insta16439,Catch me if u can ,,,
16440.0,img/insta16440,Art ,,,
16442.0,img/insta16442,Beliebers are everything ,,,
16443.0,img/insta16443,The crew and Chaz open ur eyes for once ,,,
16444.0,img/insta16444,Looking forward to buying my big bro album Hall Of Fame on August 27th ,,,
16446.0,img/insta16446,with the Alexander McQueen ,,,
16448.0,img/insta16448,theteam ,,,
16449.0,img/insta16449,Get ready Toronto !!!!!! ,,,
16450.0,img/insta16450,Shoutout to my big brother for blessing me with this OVO chain ,,,
16451.0,img/insta16451,Bout to hit the stage in Boston wish me luck ,,,
16452.0,img/insta16452,Where's Waldo lol ,,,
16458.0,img/insta16458,Love you gramma ,,,
16459.0,img/insta16459,Nothing like a grandfathers love ,,,
16461.0,img/insta16461,These lights make all my pics look like that ,,,
16462.0,img/insta16462,Sparkling water is tasty ,,,
16463.0,img/insta16463,Look its Peter Pan ,,,
16464.0,img/insta16464,"did this art ., Moms always watching ;) ",,,
16465.0,img/insta16465,Sunset is unbelievable ,,,
16466.0,img/insta16466,Getting a massage watching the sunset not a bad evening ,,,
16467.0,img/insta16467,Wow this warms my heart ,,,
16468.0,img/insta16468,Wow this warms my heart ,,,
16469.0,img/insta16469,That outfit is so hard ,,,
16470.0,img/insta16470,"thank you for always standing by my side , ",,,
16471.0,img/insta16471,I do this only 4 u :) ,,,
16474.0,img/insta16474,Is that 2chainz or ,,,
16475.0,img/insta16475,We wanna hear said the pepper ,,,
16476.0,img/insta16476,She's ready to turn up ,,,
16477.0,img/insta16477,Someone find this girl ;) ,,,
16478.0,img/insta16478,Would u turn up with me and ?? ,,,
16482.0,img/insta16482,Thank you lord for my fans ,,,
16485.0,img/insta16485,I want all of you ,,,
16486.0,img/insta16486,Me and my brother ,,,
16488.0,img/insta16488,My little Bieberettes.. ,,,
16490.0,img/insta16490,My little baby snow leopard :) miss u buddy ,,,
16491.0,img/insta16491,Dream big ,,,
16494.0,img/insta16494,It's gonna happen suddenly ,,,
16495.0,img/insta16495,"Oh no Patricks back ""you going to jail now"" hahaa ",,,
16496.0,img/insta16496,I put my faith in god ,,,
16497.0,img/insta16497,Bored ...... ,,,
16501.0,img/insta16501,Turnup ,,,
16502.0,img/insta16502,Soon.. :p ,,,
16503.0,img/insta16503,Ryan's drunk as piss ,,,
16504.0,img/insta16504,gonna put my dad on that show what not to wear ,,,
16505.0,img/insta16505,Love ,,,
16506.0,img/insta16506,Blue is new and u are too a few shoes have shown me clues my crew also knew that zoos have news I'm a poetic genius ,,,
16507.0,img/insta16507,I let him borrow my shirt lol ,,,
16508.0,img/insta16508,Erv listening to ,,,
16509.0,img/insta16509,Nowhere but up ,,,
16510.0,img/insta16510,New musiq ,,,
16511.0,img/insta16511,crew ,,,
